Kasifikasi,Tweet,Username,Label,,Datetime,,,Tweet Id
1,"Selain Nyesek Denger Piala Dunia U-20 Di Indonesia Di batalkan Sama FIFA..
Snapgram Bu Ratu Tisha Soal Batal Nya Piala Dunia U-20 makin  BIKIN NYESEKKK !! 

Karna Proses Bidding Dll, Blm lagi Cobaan Ayah nya Meninggal Pas Bgt hbs Di tunjuk jdi tuan Rumah??
SEMANGAT BU!!!! https://t.co/9lHMPZjYwi",ThiisReallyme,NEGATIF,,2023-03-29 18:05:18+00:00,,,1641139482773815297
1,"RESMI! FIFA Mencoret Indonesia Sebagai Tuan Rumah Piala Dunia U-20 2023

BREAKING NEWS , Blunder , Ganjar , Batal , World Cup https://t.co/yWp3FKoTFH",siescorner,NEGATIF,,2023-03-29 17:58:42+00:00,,,1641137820831023105
1,"@Dennysiregar7 Piala Dunia U-20 2023 di Indonesia batal karena penolakan Timnas Israel didukung politisi PDIP &amp; PKS, Indonesia terancam di-banned FIFA. Pemilu 2024 daripada Ganjar Pranowo dan Anies Baswedan, mending pilih Rocky Gerung masih waras, idealis dan visioner. https://t.co/3qtskfBAWq",MrBekalicky89,NEGATIF,,2023-03-29 17:55:58+00:00,,,1641137136232706048
3,"@MMussyari @_AwayDay Gimmik bang, biar gak malu pas pembatalan pildun u-20. Apalagi jika dilihat dari segi sarana prasarana pun banyak banget yang belum memadai kayak stadion di bali baru dipasang rumput terus GBK buat konser padahal udah dilarang sama fifa. Jadi banyak faktor yg bikin batal pildun",Natanegara14,POSITIF,,2023-03-29 17:55:11+00:00,,,1641136936835493890
2,"FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia-20. 

FIFA mengumumkan keputusan terkait Piala Dunia U-20. FIFA menyatakan Indonesia batal menjadi tuan rumah.
keputusan seusai rapat Presiden FIFA Gianni Infantino dengan Ketua PSSI Erick Thohir.
https://t.co/GMRlY2ma6P",Simanjunta9Nico,NETRAL,,2023-03-29 17:52:41+00:00,,,1641136309237608448
2,"Indonesia batal sebagai tuan rumah, tinggal tunggu sanksi FIFA.

FIFA Singkirkan Indonesia sebagai tuan rumah Piala Dunia U-20 - 2023 https://t.co/c9HypoqiuD",Kanjes_Go,NETRAL,,2023-03-29 17:51:22+00:00,,,1641135976574767104
1,"Gimana Ganjar dan Koster puas gak membuat FIFA world cup U-20 batal berkat pencitraan kalian berdua, makasih ya telah menghancurkan sepakbola Indonesia, sebaiknya kalian berdua pindah aja ke Palestina sebagai habitat kalian https://t.co/3ldspf0SNj",RifqyMAz295,NEGATIF,,2023-03-29 17:42:10+00:00,,,1641133664070406144
2,FIFA Umumkan Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/NiMOY24kCF,SamudraFakta,NETRAL,,2023-03-29 17:40:29+00:00,,,1641133236502790153
1,"@The_RedsIndo @ganjarpranowo Hebat pak ganjar
Gara2 beliau WC U-20 batal diselenggarakan di Indonesia. 
Pak Ganjar tuh siapa? Emang orang2 FIFA kenal sama Pak Ganjar?? 
Wong nyari alasan yang lebih cerdas gitu yaaa.",HarrySeptian27,NEGATIF,,2023-03-29 17:38:27+00:00,,,1641132725263544320
1,"Fifa u-20 batal, kata stefano ""lucu""
Kata Bung delon ""bukannya nyelesaiin masalah, malah panjang-panjangan k0nt01"" (buat ytta)",Cucuhokage_,NEGATIF,,2023-03-29 17:38:18+00:00,,,1641132689209327616
3,"Perjuangan Penyelenggaraan Piala Dunia U-20 di Indonesia Kandas, Begini Kata Erick Thohir: Perjuangan penyelenggaraan Piala Dunia U-20 di Indonesia berakhir kandas. FIFA menyatakan Piala Dunia U-20 batal setelah Erick Thohir menemui Presiden FIFA Gianni… https://t.co/T8qj2QtMlZ",harapanrakyat_,POSITIF,,2023-03-29 17:36:07+00:00,,,1641132141286420480
2,"FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023.
#pialadunia #fifa #pssi https://t.co/TnpcOO2lmN",Tangerang_post,NETRAL,,2023-03-29 17:34:07+00:00,,,1641131637646979072
3,"Piala Dunia U-20 2023 telah resmi batal diadakan di Indonesia
Tidak ada kata Israel dalam pembatalan Indonesia sebagai Tuan Rumah, justru FIFA menyebut Tragedi Kanjuruhan Oktober 2022

?? : Ucapan Duka Dari Netizen https://t.co/xnAssIAS8m",NuneAudrey,POSITIF,,2023-03-29 17:32:13+00:00,,,1641131159190122496
1,"@idextratime Apa yang lebih lucu dari drama pemilihan ketua, wakil dan exco PSSI?

Indonesia tolak Israel, Indonesia batal jadi tuan rumah pildun u-20, Israel tetep ikut Piala Dunia dan Palestina tetep ikut Piala Asia kemudian Indonesia di banned FIFA.",Dasbinichgiri,NEGATIF,,2023-03-29 17:28:46+00:00,,,1641130288259670016
2,"Indonesia batal jadi tuan rumah Piala Dunia U- 20 2023..

#FIFA",UmamAlkhoiro,NETRAL,,2023-03-29 17:26:37+00:00,,,1641129746959597568
1,FIFA batal kan Indonesia menjadi tuan rumah FIFA world cup U-20 2023 .. Hadehh puas klean yahh para pelaku politik https://t.co/Qgh4Zh2dCj,khanif_nasokhi,NEGATIF,,2023-03-29 17:23:01+00:00,,,1641128844865462272
3,"U-20 Batal di Indonesia, Erick Sebut RI Harus Tunduk pada FIFA https://t.co/9pzrJsLPTY",BloombergTZ,POSITIF,,2023-03-29 17:20:33+00:00,,,1641128223131201536
3,"@FahmiAgustian Oiya bener juga.
Karna klo FIFA bilang indonesia batal karna nolak israel terlalu frontal.
Seandainya ga ada drama soal penolakan apakah pildun u-20 bakal lanjut ?",OH_permana,POSITIF,,2023-03-29 17:16:38+00:00,,,1641127234781192192
2,"#PialaDuniaU20 
FIFA mengumumkan Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023. Hal tersebut diumumkan lewat situs resmi FIFA, Rabu (29/3/2023).

https://t.co/EVGHkRTNnz",acehsatumedia,NETRAL,,2023-03-29 17:14:32+00:00,,,1641126706424737793
1,"Benar2 sebagian bangsa Indonesia dan partai politik ini telah membunuh cita2 anak Indonesia timnas sepakbola U-20 sekaligus akan dikucilkan nya dunia OR Indonesia Dimata dunia

FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia U-20",HendiUnpad74,NEGATIF,,2023-03-29 17:14:29+00:00,,,1641126693397221377
2,#LELEMUKUCOM : Gianni Infantino Putuskan Indonesia Batal jadi Tuan Rumah Piala Dunia FIFA U-20 tahun 2023. - https://t.co/SjLnNbsG8d #news #breakingnews #sekilasinfo #berita,LelemukuCo,NETRAL,,2023-03-29 17:12:49+00:00,,,1641126275518545940
3,Perjuangan Erick Tohir kandas di Doha Setelah FIFA Putuskan Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 https://t.co/GIcHHbt7lv,wawwwank,POSITIF,,2023-03-29 17:11:17+00:00,,,1641125890963968000
2,"Karena kasus Israel, FIFA secara resmi mengumumkan bahwa Indonesia batal jadi tuan rumah Piala Dunia U-20.

?? @DiMarzio 

Mbah Di Marzio saja bertitah karena Israel.",lapakchelsea,NETRAL,,2023-03-29 17:08:51+00:00,,,1641125277354045440
3,"Piala Dunia U-20 2023 Indonesia Batal, Erick Thohir Sudah Kerahkan Segala Kemampuan Melobi Presiden FIFA https://t.co/t7KcoE3WKz https://t.co/siyasvNce4",bisnisjuraganID,POSITIF,,2023-03-29 17:08:37+00:00,,,1641125218092748806
3,"@SiaranBolaLive Klo Sanksi dari FIFA yah tinggal waktu saja sih

Karena batal juga jadi tuan rumah Piala Dunia U-20",FirmanRakhidaya,POSITIF,,2023-03-29 17:08:09+00:00,,,1641125103508541441
3,"Alasan Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, Termasuk Tragedi Kanjuruhan?.

FIFA telah resmi mengumumkan bahwa Indonesia batal menjadi tuan rumah Piala Duni U-20 karena beberapa… https://t.co/C8OOvCvQ0c #Olahraga #fifa #indonesia #pialadunia #pssi via @beritajatimcom",beritajatimcom,POSITIF,,2023-03-29 17:08:03+00:00,,,1641125077822627842
2,"dan baru ngeliat juga pengumuman FIFA World Cup U-20 batal diselenggarain di Indonesia.

??",arrudicca,NETRAL,,2023-03-29 17:06:30+00:00,,,1641124685541785645
3,"Piala Dunia U-20 2023 Indonesia Batal, Erick Thohir Sudah Kerahkan Segala Kemampuan Melobi Presiden FIFA https://t.co/vtgu0Gpzwz",Bolanet,POSITIF,,2023-03-29 17:05:04+00:00,,,1641124327683923968
2,"Piala Dunia U 20 di Indonesia Resmi Batal! FIFA Hapus Nama Indonesia https://t.co/6TIc6NAwhP
#FIFA #pialaduniau20 @PSSI",FaisalN234,NETRAL,,2023-03-29 17:03:18+00:00,,,1641123880273342464
3,@idextratime Menurut gw..klo nga ada rusuh penolakan timnas israel.sebenarnya  world cup u-20 pasti terlaksana..masalahnya sosmed skg nyebarin isu penolakan timnas israel itu cepat.jadinya FIFA kecewa kok ada isu keamanan &amp; diskriminasi peserta world cup .makanya indo batal jadi host.sedihhh,DaudCool,POSITIF,,2023-03-29 17:01:54+00:00,,,1641123529490939930
2,"Begini Kata Erick Thohir Setelah Indonesia Batal Menjadi Tuan Rumah Piala Dunia U-20

BREAKING NEWS , FIFA , Ganjar https://t.co/R0t6yzGY8b",panturanetwork_,NETRAL,,2023-03-29 17:00:01+00:00,,,1641123053441806338
3,"Wahai Bangsa Indonesia .. janganlah berkecil hati, bahwa FIFA sudah memutuskan kalau Indonesia batal jadi tuan rumah Piala Dunia U-20 tahun 2023.

Buat PSSI dan pa @erickthohir tetap semangat, kita buat Piala Dunia U-20 tandingan saja pa ..",ulerhongkong,POSITIF,,2023-03-29 16:57:59+00:00,,,1641122542965637121
3,"Al Hamdulillaah...

PERNYATAAN LENGKAP FIFA SOAL PIALA DUNIA U-20 BATAL DI INDONESIA

https://t.co/MhyMWe8Uoa",AntiBangsatBgs,POSITIF,,2023-03-29 16:57:28+00:00,,,1641122411096539136
2,"indonesia resmi batal jdi tuan rumah piaa dunia u 20
simak ulasannya https://t.co/BdoaDHLVMW
FIFA Piala Dunia World Cup Ariel https://t.co/S0FR0fukuM",isswais,NETRAL,,2023-03-29 16:57:12+00:00,,,1641122346986803202
2,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U 20, Ini Pernyataan FIFA https://t.co/UEB3JT4b5A",JakaT1996,NETRAL,,2023-03-29 16:56:41+00:00,,,1641122217051443203
2,Serius resmi batal ini FIFA U-20 di Indo??,mellyfiya08,NETRAL,,2023-03-29 16:55:32+00:00,,,1641121926650396673
3,"Indonesia Batal Tuan Rumah Piala Dunia U-20, Isi Pernyataan Resmi FIFA Tak Bahas Timnas Israel https://t.co/0IcXOq1OBV",Beritasatu,POSITIF,,2023-03-29 16:55:18+00:00,,,1641121868206993408
3,Indonesia resmi batal menjadi tuan rumah Piala Dunia U-20. Keputusan ini diambil setelah pertemuan antara Presiden FIFA Gianni Infantino bersama Ketua Umum PSSI Erick Thohir. https://t.co/0zILIkDOjk,Pulpendid,POSITIF,,2023-03-29 16:54:01+00:00,,,1641121544905838594
3,"Piala Dunia U-20 2023Indonesia batal, Erick Thohir sudah kerahkan segala kemampuan melobi Presiden FIFA!
https://t.co/MNUNBENEet",Bolanet,POSITIF,,2023-03-29 16:53:51+00:00,,,1641121501905833984
1,Indonesia batal jadi tuan rumah Piala Dunia U-20. FIFA sudah resmi mengumumkan keputusan itu. Netizen pun banyak yang geram. https://t.co/9DzAZYR8SB,detikinet,NEGATIF,,2023-03-29 16:52:43+00:00,,,1641121216806236160
1,ikut kecewa Indonesia batal jadi tuan rumah FIFA U-20 World Cup ??????,elinivana,NEGATIF,,2023-03-29 16:51:59+00:00,,,1641121035033497601
1,"@S_GraciaJKT48 Indonesia batal jdi host FIFA wc u-20 ci, banyak sdm rendah soalnya ??",LeputoLept,NEGATIF,,2023-03-29 16:51:44+00:00,,,1641120968885276673
1,"@ganjarpranowo Anda Blunder Capresku. Kesempatan memimpin negeri ini sirna sudah. Bye
https://t.co/klYvklhc8e

Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI.",dedot26,NEGATIF,,2023-03-29 16:51:11+00:00,,,1641120831018266625
2,FIFA Putuskan Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/UVy6pQBA03,20detik,NETRAL,,2023-03-29 16:49:17+00:00,,,1641120354100977664
1,@AU_LiaJKT48 Denger kabar Indonesia batal jadi tuan rumah FIFA U-20 Ci. Banyak pencinta bola kecewa dan sedih banget.,muhsans289,NEGATIF,,2023-03-29 16:47:09+00:00,,,1641119817842442244
2,"Federasi Sepakbola Dunia (FIFA) akhirnya mengumumkan bahwa Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023. 

Benarkah ini? @PSSI 

https://t.co/YBmlPROXBM",bos_sir,NETRAL,,2023-03-29 16:46:13+00:00,,,1641119582797856768
3,"Alhamdulillah World Cup U-20 Indonesia Batal
Terima kasih FIFA sudah mengambil keputusan bijak, dimana secara tidak langsung memahami problem internal Persepakbolaan Indonesia
Yang pada cari panggung masih dipersilahkan saling adu opini
Kanjuruhan Belum Tuntas !",Ahmaad_BP,POSITIF,,2023-03-29 16:44:47+00:00,,,1641119220007325703
1,"Piala Dunia U-20 2023 Batal, PSSI Pastikan Indonesia Bisa Dibanned FIFA https://t.co/11a2Kezohz",Bolanet,NEGATIF,,2023-03-29 16:41:05+00:00,,,1641118291468099589
3,"Karena voucher FIFA buat nolong Indonesia soal Israel ini udah abis guys, kepake buat Kanjuruhan kemaren (yg gak selesai itu). Itu penyebab Piala Dunia U-20 batal digelar dimarih... https://t.co/x1VDQmppAK",arifinyanu,POSITIF,,2023-03-29 16:40:56+00:00,,,1641118252339462144
2,Setelah FIFA resmi umumkan Indonesia batal jd tuan rumah world cup. U.20.,Anshar_Manrulu,NETRAL,,2023-03-29 16:40:30+00:00,,,1641118142880677889
1,"Resmi! FIFA mengumumkan keputusan terkait Piala Dunia U-20. FIFA menyatakan Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023.

Pupus sudah??

#bolaskorcom #pialadunia #u20wc #worldcup #wc2023 #fifa #fifaworldcup #pssi #timnasindonesia #bolaindonesia #kabarbola #boladunia https://t.co/0Ond47tZn0",bolaskorcom,NEGATIF,,2023-03-29 16:40:26+00:00,,,1641118127072358400
2,https://t.co/k3KOrxRmDQ - FIFA Umumkan Indonesia Batal Jadi Tuan Rumah Piala Dunia U 20 #elangnews https://t.co/BrEwChHNWi,elangnewscom,NETRAL,,2023-03-29 16:39:39+00:00,,,1641117927242969088
2,"Ini release Resmi dari FIFA Terkait Indonesia Batal di Piala Dunia U-20 yang rencanannya akan di laksanakan pada bulan Mei Mendatang.

https://t.co/TwlDfJbrTN https://t.co/FgVVVg8WuL",Jateng_Twit,NETRAL,,2023-03-29 16:37:30+00:00,,,1641117386416979968
2,"FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023

Demi negara lain
 
https://t.co/EbV7Sr5cKq lewat @tribunnews",laisya_ilmi,NETRAL,,2023-03-29 16:32:41+00:00,,,1641116175341076482
2,"FIFA mencoret Indonesia sebagai host Piala Dunia U-20 2023!
Selamat bermimpi!
#batal #U20Indonesia
https://t.co/KesfHebBXq",bornjavanese,NETRAL,,2023-03-29 16:31:08+00:00,,,1641115785056911366
1,"Erick Thohir Gagal Lobi FIFA, Piala Dunia U-20 Batal di Indonesia, Ganjar dan Koster Harus Tanggung Jawab! #realitasonline #fifa #pdip #Israel #PialaDuniaU20Indonesia https://t.co/eaH76YNuX8",realitasonline,NEGATIF,,2023-03-29 16:30:38+00:00,,,1641115662180401160
1,@Stevaniehuangg Berita Gembiranya adalah:FiFA mengumumkan Indonesia batal jadi tuan rumah U-20.,CRungkom,NEGATIF,,2023-03-29 16:30:03+00:00,,,1641115511911239685
1,"Puas, Pak @ganjarpranowo dan Gubernur Bali ? Juga @PDI_Perjuangan @PKSejahtera ? Ternyata kalian selevel Novel. 

https://t.co/dKnNasv6lT

Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI.",andi_chairil,NEGATIF,,2023-03-29 16:29:31+00:00,,,1641115378662379520
1,"Beginilah kalau suatu urusan tdk di rencanakan dgn matang,
Hasilnya: ancuuuur....!!!

FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/XecAZRt7m4",ebongdongok2022,NEGATIF,,2023-03-29 16:29:24+00:00,,,1641115351772540928
1,Media sosial benar-benar ramai sesaat setelah FIFA memutuskan Piala Dunia U-20 batal digelar di Indonesia. https://t.co/i7Au5T9xQT,detikinet,NEGATIF,,2023-03-29 16:28:12+00:00,,,1641115048788602880
1,"@PDI_Perjuangan Akibat ulah kader PDIP maka Piala Dunia FIFA U-20 batal. @ganjarpranowo dan Wayan Koster serta PDIP,  kalian adalah terdakwa https://t.co/efUDz2RIQP",SosialisRI,NEGATIF,,2023-03-29 16:27:30+00:00,,,1641114873399590924
1,"@opixygen Halo bang, btw jadi volunteeran fifa u-20 apa gak bang? Denger-denger batal diadain di indo ya? Soalnya mau update info di tele, eh udah gaada channelnya wkwkwk",hanscuwe,NEGATIF,,2023-03-29 16:26:35+00:00,,,1641114640657833987
1,"Piala Dunia U-20 2023 batal, PSSI pastikan Indonesia bisa 'dibanned' FIFA!
https://t.co/lQMSOWzZBr",Bolanet,NEGATIF,,2023-03-29 16:25:38+00:00,,,1641114401586675712
2,@msobri99 FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 https://t.co/NApVFljekd,IjoLandak,NETRAL,,2023-03-29 16:25:08+00:00,,,1641114276105687041
3,"FIFA : Piala Dunia U-20 Indonesia Resmi batal ??
Erick Thohir , Coach Shin Tae-Yong ?? https://t.co/6fHEnVLkqu",Syafaza_,POSITIF,,2023-03-29 16:24:49+00:00,,,1641114194526502913
2,Piala Dunia U-20 Indonesia Batal! Ini Prediksi Sanksi dari FIFA untuk PSSI https://t.co/4y23pKxZeH,soloposdotcom,NETRAL,,2023-03-29 16:23:33+00:00,,,1641113879236182018
1,"Ambyar lurrrr.....

https://t.co/i2HY49k2IB

Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI.",asepcuwantoro,NEGATIF,,2023-03-29 16:22:49+00:00,,,1641113692095000577
2,"BREAKING NEWS!

Federasi Sepakbola Dunia (FIFA) akhirnya mengumumkan bahwa Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023. 

#RCTIPlusSuperApp #NewsRCTIPlus #FIFA #PialaDunia #PialaDuniaU20 #PialaDunia2023 #PSSI #SepakbolaIndonesia https://t.co/AbFucpN2Jx",RCTIPlus,NETRAL,,2023-03-29 16:21:09+00:00,,,1641113272488452096
3,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023, FIFA Komitmen Tetap Bantu PSSI https://t.co/86c1mU6Oxo",vivajabar,POSITIF,,2023-03-29 16:21:02+00:00,,,1641113245791715328
3,"Batal jadi tuan rumah Piala Dunia U-20 2023, Indonesia siap dikucilkan dunia internasional?

___
BREAKING NEWS FIFA Banned Sanksi PSSI Sepakbola Indonesia Erick Thohir Ganjar PDIP Israel 
https://t.co/Ofq2Q4bBLL",seftiadvnm,POSITIF,,2023-03-29 16:20:12+00:00,,,1641113033455050752
2,"BREAKING NEWS ??

FIFA resmi mengumumkan melalui website resmi mereka bahwa Piala Dunia U-20 batal diadakan di Indonesia. 

Dengan ini FIFA resmi menghapus Indonesia sebagai tuan rumah. https://t.co/8x2PPOvzh4",ROOVofficial,NETRAL,,2023-03-29 16:19:54+00:00,,,1641112960142831616
2,"Piala Dunia U-20 2023 Batal Digelar di Indonesia

Baca artikel selengkapnya 
#FIFA #olahraga #PialaDuniaU202023 #Sepakbola #timgaruda #timnasIndonesia #tolakIsrael
https://t.co/aQCsGXFZ2e",SampaiJauhcom,NETRAL,,2023-03-29 16:19:41+00:00,,,1641112903502938113
2,Deretan Sanksi Berat FIFA setelah Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/cki4HG1NM4,indo_mostviral,NETRAL,,2023-03-29 16:18:34+00:00,,,1641112621536649216
1,"@ganjarpranowo Selamat pak @ganjarpranowo atas penolakanmu.
FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 https://t.co/NApVFljekd",IjoLandak,NEGATIF,,2023-03-29 16:18:28+00:00,,,1641112599940186114
2,Resmi ! FIFA Umumkan Piala Dunia U-20 2023 Batal Digelar di Indonesia https://t.co/UqLigpe8AM,tahuekspres,NETRAL,,2023-03-29 16:17:46+00:00,,,1641112423053787136
2,"FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/krdhRd9F8e 

#BREAKING #pialaduniau20 #puas #FIFA",jefristama,NETRAL,,2023-03-29 16:17:05+00:00,,,1641112249711591424
3,"Batal karena sebab apa ?
Apa karena masalah team Israel tidak boleh datang &amp; isu itu di goreng oleh para politikus di Indonesia
Atau
Batal karena Indonesia tidak ada dana yang cukup untuk itu  ??

FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/gYMXwUwvSR",AjoAriSikumbang,POSITIF,,2023-03-29 16:17:04+00:00,,,1641112246704291840
1,"Sedih banget....

FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia U-20 https://t.co/5O4aW9qkzJ",pieteriskandar0,NEGATIF,,2023-03-29 16:16:49+00:00,,,1641112181713539074
1,"INI KAN YANG KALIAN MAU...!!!!
PIALA DUNIA U-20 BATAL
Israel pun tersenyum melihat lelucon ini
Tinggal tunggu hukuman dari FIFA, dan kalo beneran dibekukan lagi sepak bola Indonesia.. 
Yo wis bubar ae
ASUUUUU KABEH!!!!!!",Denny_D2N,NEGATIF,,2023-03-29 16:16:38+00:00,,,1641112137362968577
1,"INDONESIA BATAL jd Tuan Rumah U-20 FIFA.

Buat PARA PELAKU SEPAKBOLA, Pedagang,Transport,Penginapan,EO, dll yg BEEHUBUNGAN dengan BOLA:

“JANGAN PILIH KADER PDIP di DPR s/d DPRD”

PDIP itu BANGSAT!!! https://t.co/pUwBGYb70q",BattoAjax,NEGATIF,,2023-03-29 16:16:30+00:00,,,1641112101358845952
2,"Indonesia Batal Jadi Tuan Rumah Pildun U-20, Ini Pernyataan Lengkap FIFA https://t.co/FUrOXD1sS8",detik_jateng,NETRAL,,2023-03-29 16:15:51+00:00,,,1641111940432023553
1,"Indonesia Batal Gelar Piala Dunia U-20 2023, Arya Sinulingga: Yang Saya Khawatirkan PSSI Di-banned FIFA

https://t.co/KnZJ9OdHsl

BREAKING NEWS",posaktualcom,NEGATIF,,2023-03-29 16:15:37+00:00,,,1641111880885469184
1,"Siapa Yg Bertangung Jawab ???
FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/CpKSaHZEUl",z_soleh,NEGATIF,,2023-03-29 16:15:15+00:00,,,1641111787226677254
3,"Indonesia Batal Tuan Rumah Piala Dunia U-20 FIFA 2023 ™?, Erick Thohir: Kita Harus Tegar https://t.co/pSQ9KgjAQt?-erick-thohir-kita-harus-tegar/ via @kabar_tangsel",Kabar_Tangsel,POSITIF,,2023-03-29 16:14:40+00:00,,,1641111643005554688
1,"Indonesia Batal Gelar Piala Dunia U-20 2023, Arya Sinulingga: Yang Saya Khawatirkan PSSI Di-banned FIFA
https://t.co/Ehogr0aMcF",geloraco,NEGATIF,,2023-03-29 16:14:33+00:00,,,1641111610797473792
3,Tokoh NU Beri Selamat ke Ganjar Pranowo dan I Wayan Koster karena Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/kwOUqGBs6S #FIFA #GanjarPranowo #GubernurJawaTengah #GusUmar,fajaronline,POSITIF,,2023-03-29 16:13:37+00:00,,,1641111376398794760
1,"Bikin Organisasi FIFA tandingan aja dah, gitu aje kok ribett wkwkw
#pialaduniau20 
#ErickThohirKeFIFA  

Breaking News: Pupus Sudah, FIFA Bela Timnas U-20 Israel, Indonesia Resmi Batal Jadi Tuan Rumah Pildun U-20 https://t.co/qiA3FoVodX",bebasbaru,NEGATIF,,2023-03-29 16:13:20+00:00,,,1641111308270714885
1,"BREAKING NEWS

FIFA: Indonesia Batal jadi Tuan Rumah Piala Dunia U-20

PUAS KALIAN SEMUA ?? https://t.co/jx7ae9iAqP",sanusidotcom,NEGATIF,,2023-03-29 16:12:25+00:00,,,1641111074014662656
2,"tango4d - Piala Dunia U-20 2023 Batal Digelar di Indonesia, PSSI Terancam Sanksi FIFA
https://t.co/nzZvR4TUPf
#infoslotgacor #slotgacor #slotindonesia #gameslotgacor https://t.co/Vkx933acWm",MedanKabar,NETRAL,,2023-03-29 16:11:50+00:00,,,1641110926966374400
1,"Sudah resmi diputuskan bahwa FIFA menghapus Indonesia sehingga batal jadi tuan rumah Piala Dunia U-20. Hmm sangat disayangkan

https://t.co/QEYNSGUv3z",Ola52922,NEGATIF,,2023-03-29 16:10:54+00:00,,,1641110694644047873
1,"Indonesia batal jadi tuan rumah FIFA U-20 world cup 2023 :"")",andreast5,NEGATIF,,2023-03-29 16:08:57+00:00,,,1641110204791111688
1,FIFA resmi memutuskan Indonesia batal menjadi tuan rumah Piala Dunia U-20 dalam rilis FIFA melalui situsweb resminya pada Rabu (29/3/2023). https://t.co/wqf2WA5mfP,nu_online,NEGATIF,,2023-03-29 16:08:32+00:00,,,1641110100319535104
1,"efek lain indo yg batal gelar pildun u-20
-sanksi berat fifa menanti(gabisa partisipasi ataupun mengelar acara dibawah naungan fifa kurleb 2-4 tahun)
-coach sty re-sign
-liga stuck gitu² aja
-sponsor pada kabur
-pemain keturunan mikir² bela timnas.",kukuh2710,NEGATIF,,2023-03-29 16:08:24+00:00,,,1641110065078996993
1,"Setelah Batal Tuan Rumah Piala Dunia U-20, Ancaman Sanksi Berat Menanti, Indonesia Dibanned FIFA
 
https://t.co/KpsZuTMirE",TribunTangerang,NEGATIF,,2023-03-29 16:07:37+00:00,,,1641109868148056066
1,"Padahal udah hype banget mau ajak anak dan istri nonton World Cup U-20 di Indonesia, tapi BATAL gara-gara FIFA membatalkan Indonesia sebagai tuan rumah. Padahal 2 bulan lagi, lho.

Ada efek dominonya pasti setelah kejadian ini.",txtdariadhy,NEGATIF,,2023-03-29 16:06:21+00:00,,,1641109547178921986
1,"Hancurlah harapan anak muda bangsa ini, setelah batal u-20 di Indonesia dan otw di “banned” sama fifa.",mhdaabil,NEGATIF,,2023-03-29 16:06:09+00:00,,,1641109497442877441
1,"Selamat dan salam duka atas pembatalan menjadi tuan rumah fifa world cup U-20 yang sedianya akan digelar di Indonesia kini batal
Dan selamat kepada para pemangku kekuasan yg slalu mencampuri urusan sepak bola dengan politik.??

Indonesia memang memiliki hubungan erat dgn Palestin",aweaweofficial1,NEGATIF,,2023-03-29 16:06:04+00:00,,,1641109479168315392
1,"tolak israel, pildun u-20 batal, indo dibanned fifa, sty mundur. ahh hancur sudah",doa_ibu_selalu,NEGATIF,,2023-03-29 16:06:02+00:00,,,1641109470087643142
1,"OFFICIA!

Setalah berdialog dengan FIFA, Indonesia resmi batal jadi tuan rumah Piala Dunia U-20.

Melalui laman resminya, keputusan diambil stlh Ketum PSSI, Erick Thohir, bertemu Presiden FIFA, Gianni Infantino.

Pemilihan tuan rumah baru akan diumumkan selanjutnya. https://t.co/vPyLM9tHhl",SportsHorizon_,NEGATIF,,2023-03-29 16:05:53+00:00,,,1641109430610857985
